logical_qubits,depth,6C2Q_fidelity_proxy,4C4Q_fidelity_proxy,8Q_memory_fidelity_proxy,full_16Q_fidelity
16,2,0.9999999999999994,0.9999999999999992,0.9999999999999997,1.0
16,4,0.8821044677737531,0.9999999999999997,0.9999999999999997,1.0
16,6,0.5696501452323032,0.9961175661939213,1.0000000000000007,1.0
16,8,0.30036217238461266,0.9435854957968285,1.0,1.0
16,10,0.16542710984203646,0.8347905827041737,1.0000000000000002,1.0
