samples_total,holdout_samples,holdout_accuracy,underprovision_rate,overprovision_rate,mean_required_qmem,mean_predicted_qmem,required_class_counts
220,66,0.8939393939393939,0.045454545454545456,0.06060606060606061,3.121212121212121,3.121212121212121,"{2: 39, 4: 22, 8: 5}"
