logical_qubits,depth,fidelity_2q_memory,fidelity_4q_memory,fidelity_8q_memory,fidelity_16q_full
16,2,0.9999999999999994,0.9999999999999993,0.9999999999999998,1.0
16,4,0.9124389440673012,1.0000000000000004,1.0000000000000004,1.0
16,6,0.5484798304276947,0.9957910015099959,1.0000000000000007,1.0
16,8,0.2777620908778384,0.9461997723467033,1.0,1.0
